month,pct,practice,name,address1,address2,address4,address5,postcode,total_pericyazine
2019-04-01,06W,D82106,WEST POTTERGATE MED PRAC,WEST POTTERGATE MED. PRAC,"THE HLTH CTRE, EARLHAM RD",NORFOLK,,NR2 4BX,12
2019-04-01,07J,D82618,THE WOOTTONS SURGERY,THE WOOTTONS SURGERY,SPRING COTTAGE,"KING'S LYNN, NORFOLK",,PE30 3PT,10
2019-04-01,06Y,D82624,WINDMILL SURGERY,WINDMILL SURGERY,LONDON ROAD,NORFOLK,,NR18 0AF,29
2019-04-01,06V,D82628,ALDBOROUGH SURGERY,THE SURGERY,"CHAPEL ROAD, ALDBOROUGH",NORFOLK,,NR11 7NP,7
2019-04-01,06M,D83002,ALEXANDRA & CRESTVIEW SURGERIES,ALEXANDRA ROAD SURGERY,ALEXANDRA ROAD,SUFFOLK,,NR32 1PL,62
2019-04-01,06L,D83004,FELIXSTOWE ROAD MEDICAL PRACTICE,FELIXSTOWE RD MED PRAC,235 FELIXSTOWE ROAD,SUFFOLK,,IP3 9BN,2
2019-04-01,06L,D83008,BURLINGTON ROAD SURGERY,BURLINGTON PRIMARY CARE,12-14 BURLINGTON ROAD,SUFFOLK,,IP1 2EU,2
2019-04-01,06M,D83009,BECCLES MEDICAL CENTRE,BECCLES MEDICAL CENTRE,ST.MARY'S ROAD,SUFFOLK,,NR34 9NX,38
2019-04-01,06M,D83010,LONGSHORE SURGERIES,KESSINGLAND SURGERY,"FIELD LANE, KESSINGLAND",SUFFOLK,,NR33 7QA,21
2019-04-01,06M,D83011,BRIDGE ROAD SURGERY,THE SURGERY,"1A BRIDGE RD,OULTON BROAD",SUFFOLK,,NR32 3LJ,22
2019-04-01,06L,D83017,NEEDHAM MARKET COUNTRY PRACTICE,NEEDHAM MARKET COUNTRY PR,"BARKING RD,NEEDHAM MARKET",,,IP6 8EZ,4
2019-04-01,07K,D83018,MARKET CROSS SURGERY,THE MARKET CROSS SURGERY,"7 MARKET PLACE,MILDENHALL",SUFFOLK,,IP28 7EG,5
2019-04-01,06L,D83020,THE HOLBROOK AND SHOTLEY PRACTICE,HOLBROOK SURGERY,"THE STREET, HOLBROOK",,,IP9 2QS,2
2019-04-01,06M,D83022,SOLE BAY H/C,SOLE BAY H/C,TEAL CLOSE,SUFFOLK,,IP18 6GY,2
2019-04-01,06M,D83023,HIGH STREET SURGERY,THE SURGERY,HIGH STREET,SUFFOLK,,NR32 1JE,62
2019-04-01,06L,D83028,LEISTON SURGERY,THE SURGERY,MAIN STREET,SUFFOLK,,IP16 4ES,6
2019-04-01,06M,D83030,KIRKLEY MILL HEALTH CENTRE,KIRKLEY MILL SURGERY,"KIRKLEY RISE, CLIFTON RD",SUFFOLK,,NR33 0HF,13
2019-04-01,06M,D83034,BUNGAY MEDICAL CENTRE,BUNGAY MEDICAL CENTRE,28 ST JOHNS ROAD,SUFFOLK,,NR35 1LP,24
2019-04-01,06M,D83035,CUTLERS HILL SURGERY,CUTLERS HILL SURGERY,BUNGAY ROAD,SUFFOLK,,IP19 8SG,30
2019-04-01,06L,D83037,HADLEIGH BOXFORD GROUP PRACTICE,HADLEIGH HEALTH CENTRE,"MARKET PLACE, HADLEIGH",SUFFOLK,,IP7 5DN,6
2019-04-01,07K,D83040,VICTORIA SURGERY,VICTORIA SURGERY,VICTORIA STREET,SUFFOLK,,IP33 3BB,2
2019-04-01,06M,D83047,ROSEDALE SURGERY,ROSEDALE SURGERY,ASHBURNHAM WAY,"LOWESTOFT,SUFFOLK",,NR33 8LG,18
2019-04-01,06L,D83048,GROVE MEDICAL CENTRE,GROVE MEDICAL CENTRE,GROVE ROAD,SUFFOLK,,IP11 9GA,2
2019-04-01,06L,D83049,LITTLE ST JOHN STREET SURGERY,7 LITTLE ST JOHN'S STREET,WOODBRIDGE,,,IP12 1EE,4
2019-04-01,07K,D83055,WOOLPIT HEALTH CENTRE,WOOLPIT HEALTH CENTRE,"HEATH ROAD, WOOLPIT",SUFFOLK,,IP30 9QU,2
2019-04-01,07K,D83062,FOREST SURGERY,FOREST SURGERY,BURY ROAD,SUFFOLK,,IP27 0BU,2
2019-04-01,06L,D83073,DR SOLWAY & DR MALLICK PRACTICE,ORCHARD STREET HEALTH CTR,ORCHARD STREET,SUFFOLK,,IP4 2PZ,2
2019-04-01,06M,D83608,ANDAMAN SURGERY,ANDAMAN SURGERY,303 LONG ROAD,SUFFOLK,,NR33 9DF,11
2019-04-01,06F,E81008,WHEATFIELD SURGERY,WHEATFIELD SURGERY,60 WHEATFIELD ROAD,BEDFORDSHIRE,,LU4 0TR,4
2019-04-01,06F,E81027,HOUGHTON REGIS MEDICAL CENTRE,HOUGHTON REGIS MED.CTR.,"PEEL ST, HOUGHTON REGIS",BEDFORDSHIRE,,LU5 5EZ,2
2019-04-01,06N,E82014,"LODGE,HIGHFIELD & REDBOURN",THE LODGE SURGERY,NORMANDY ROAD,HERTFORDSHIRE,,AL3 5NP,2
2019-04-01,06K,E82053,BANCROFT MEDICAL CENTRE,BANCROFT COURT,30-35 BANCROFT,HERTFORDSHIRE,,SG5 1LH,6
2019-04-01,06K,E82062,HALL GROVE GROUP PRACTICE,HALL GROVE PRACTICE,4 HALL GROVE,HERTFORDSHIRE,,AL7 4PL,4
2019-04-01,07P,E84021,THE WILLESDEN MEDICAL CENTRE,THE MEDICAL CENTRE,144-150 HIGH ROAD,LONDON,,NW10 2PT,3
2019-04-01,99F,F81007,"DR PUZEY,DR KOTHARI AND DR NANDA",THE PUZEY FAMILY PRACTICE,"SOUTHWELL HOUSE,BACK LANE",ESSEX,,SS4 1AY,22
2019-04-01,99F,F81123,AUDLEY MILLS SURGERY,AUDLEY MILLS SURGERY,57 EASTWOOD ROAD,ESSEX,,SS6 7JF,4
2019-04-01,99G,F81176,NORTH AVENUE SURGERY,332 NORTH AVENUE,SOUTHEND-ON-SEA,,,SS2 4EQ,3
2019-04-01,99G,F81613,DR KUMAR & PTNR - SHOEBURY HC,SHOEBURY HEALTH CENTRE,CAMPFIELD ROAD,ESSEX,,SS3 9BX,4
2019-04-01,99G,F81649,DRS. PALACIN & GUYLER,SHOEBURY HEALTH CENTRE,CAMPFIELD ROAD,ESSEX,,SS3 9BX,2
2019-04-01,99E,F81651,SOUTH GREEN SURGERY,SOUTH GREEN SURGERY,14-18 GRANGE ROAD,ESSEX,,CM11 2RE,2
2019-04-01,08M,F84006,THE SHREWSBURY CENTRE,SHREWSBURY ROAD HLTH CTR,SHREWSBURY ROAD,LONDON,,E7 8QP,20
2019-04-01,08M,F84052,ESSEX LODGE,ESSEX LODGE,94 GREENGATE STREET,LONDON,,E13 0AS,2
2019-04-01,08M,F84097,CLAREMONT CLINIC,CLAREMONT CLINIC,459-463 ROMFORD ROAD,LONDON,,E7 8AB,2
2019-04-01,08D,F85034,ARCADIAN GARDENS SURGERY,1 ARCADIAN GARDENS,WOOD GREEN,LONDON,,N22 5AB,4
2019-04-01,09F,G81008,STONE CROSS SURGERY,MIMRAM ROAD,STONE CROSS,EAST SUSSEX,,BN24 5DZ,2
2019-04-01,09P,G81039,LITTLE COMMON SURGERY,82 COODEN SEA ROAD,LITTLE COMMON,EAST SUSSEX,,TN39 4SP,2
2019-04-01,09D,G81042,BEACONSFIELD MEDICAL PRACTICE,BEACONSFIELD SURGERY,175 PRESTON ROAD,EAST SUSSEX,,BN1 6AG,2
2019-04-01,99K,G81061,CHAPEL STREET SURGERY,CHAPEL STREET SURGERY,CHAPEL STREET,EAST SUSSEX,,BN9 9PW,5
2019-04-01,10A,G82002,ST JAMES' SURGERY,ST JAMES' SURGERY,HAROLD STREET,KENT,,CT16 1SF,2
2019-04-01,09E,G82060,NORTHGATE MEDICAL PRACTICE,NORTHGATE MEDICAL PRACT.,1 NORTHGATE,KENT,,CT1 1WL,2
2019-04-01,09W,G82113,STONECROSS AND WEST DRIVE SURGERY,STONECROSS & WEST DR SURG,25 STREET END ROAD,KENT,,ME5 0AA,2
2019-04-01,08Q,G85001,FOREST HILL GROUP PRACTICE,THE FOREST HILL GRP PRACT,1 FOREST HILL ROAD,LONDON,,SE22 0SQ,4
2019-04-01,08K,G85014,STREATHAM COMMON GROUP PRACTICE,STREATHAM COMMON GRP PRAC,ST.ANDREW'S HALL,"STREATHAM, LONDON",,SW16 5LS,4
2019-04-01,99H,H81068,BROCKWOOD MEDICAL PRACTICE,THE SURGERY,"TANNERS MEADOW, BROCKHAM",SURREY,,RH3 7NJ,2
2019-04-01,99H,H81133,THE INTEGRATED CARE PARTNERSHIP,THE OLD COTTAGE HPL SURG,"ALEXANDRA ROAD, EWELL",SURREY,,KT17 4BL,4
2019-04-01,09H,H82025,WOODLANDS&CLERKLANDS PARTNERSHIP,WOODLANDS SURGERY,TILGATE WAY,WEST SUSSEX,,RH10 5BW,2
2019-04-01,09X,H82040,CRAWLEY DOWN HEALTH CENTRE,THE HEALTH CENTRE,BOWERS PLACE,WEST SUSSEX,,RH10 4HY,5
2019-04-01,09G,H82066,FITZALAN MEDICAL GROUP,FITZALAN MEDICAL GROUP,"FITZALAN MC,FITZALAN ROAD",WEST SUSSEX,,BN17 5JR,2
2019-04-01,09X,H82089,RIVERSIDE SURGERY,RIVERSIDE SURGERY,48 WORTHING ROAD,WEST SUSSEX,,RH12 1UD,2
2019-04-01,07V,H83024,WOODCOTE MEDICAL,WOODCOTE MEDICAL,32 FOXLEY LANE,SURREY,,CR8 3EE,8
2019-04-01,08P,H84623,HAMPTON HILL MEDICAL CENTRE,HAMPTON HILL MED CENTRE,94-102 HIGH STREET,MIDDLESEX,,TW12 1NY,3
2019-04-01,08X,H85075,THE HAIDER PRACTICE,THE HAIDER PRACTICE,162 ST JOHNS HILL,LONDON,,SW11 1SW,4
2019-04-01,08R,H85656,ALEXANDRA SURGERY,ALEXANDRA SURGERY,39 ALEXANDRA ROAD,LONDON,,SW19 7JZ,2
2019-04-01,11J,J81009,ROYAL MANOR HEALTH CARE,ROYAL MANOR HEALTH CARE,"PARK ESTATE ROAD,EASTON",DORSET,,DT5 2BJ,2
2019-04-01,11A,J82018,STOKEWOOD SURGERY,STOKEWOOD SURGERY,"FAIR OAK ROAD, FAIR OAK",HAMPSHIRE,,SO50 8AU,7
2019-04-01,11A,J82035,ST CLEMENTS PARTNERSHIP,ST.CLEMENTS SURGERY,TANNER STREET,HAMPSHIRE,,SO23 8AD,3
2019-04-01,10V,J82042,BADGERSWOOD SURGERY,FOREST SURGERY,60 FOREST ROAD,HAMPSHIRE,,GU35 0BP,4
2019-04-01,10R,J82055,CRANESWATER GROUP PRACTICE,THE SURGERY,"36 WAVERLEY ROAD,SOUTHSEA",HAMPSHIRE,,PO5 2PW,8
2019-04-01,10J,J82069,ACORN HEALTH PARTNERSHIP,GILLIES HEALTH CENTRE,"SULLIVAN RD,BRIGHTON HILL",HAMPSHIRE,,RG22 4EH,6
2019-04-01,04G,K83010,ELEANOR CROSS HEALTHCARE,DELAPRE MEDICAL CENTRE,GLOUCESTER AVENUE,NORTHAMPTONSHIRE,,NN4 8QF,2
2019-04-01,11N,L82006,PENRYN SURGERY,THE PENRYN SURGERY,SARACEN WAY,CORNWALL,,TR10 8HX,3
2019-04-01,11N,L82012,TAMAR VALLEY HEALTH,TAMAR VALLEY HEALTH,"THE HEALTH CTR, HAYE ROAD",CORNWALL,,PL17 7AW,2
2019-04-01,11N,L82016,OAK TREE SURGERY,OAK TREE SURGERY,CLEMO ROAD,CORNWALL,,PL14 3XA,8
2019-04-01,11N,L82028,THREE SPIRES MEDICAL PRACTICE,TRURO HEALTH PARK,INFIRMARY HILL,CORNWALL,,TR1 2JA,2
2019-04-01,11N,L82046,SALTASH HEALTH CENTRE,SALTASH HEALTH CENTRE,CALLINGTON ROAD,CORNWALL,,PL12 6DL,4
2019-04-01,11N,L82050,ROSEDEAN SURGERY,ROSEDEAN SURGERY,8 DEAN STREET,CORNWALL,,PL14 4AQ,2
2019-04-01,11N,L82051,CLAYS PRACTICE,THE CLAYS PRACTICE,"VICTORIA ROAD, ROCHE",CORNWALL,,PL26 8JF,5
2019-04-01,11N,L82620,HARRIS MEMORIAL SURGERY,HARRIS MEMORIAL SURGERY,"ROBARTES TERRACE, ILLOGAN",CORNWALL,,TR16 4RX,3
2019-04-01,15N,L83008,PATHFIELDS MEDICAL GROUP,CROWNHILL SURGERY,103 CROWNHILL ROAD,DEVON,,PL5 3BP,2
2019-04-01,11M,L84050,ROSEBANK HEALTH,ROSEBANK HEALTH,153B STROUD ROAD,,,GL1 5JQ,4
2019-04-01,11M,L84081,KINGSHOLM SURGERY,KINGSHOLM SURGERY,ALVIN STREET,,,GL1 3EN,2
2019-04-01,11M,L84084,BROCKWORTH SURGERY,THE SURGERY,"ABBOTSWOOD RD,BROCKWORTH",,,GL3 4PE,2
2019-04-01,11X,L85009,WEST SOMERSET HEALTHCARE,WEST SOMERSET HEALTHCARE,"WILLITON SURG, ROBERT ST",SOMERSET,,TA4 4QE,4
2019-04-01,11X,L85035,EAST QUAY MEDICAL CENTRE,EAST QUAY MEDICAL CENTRE,EAST QUAY,SOMERSET,,TA6 4GP,2
2019-04-01,06D,M81010,KIDDERMINSTER MEDICAL CENTRE,KIDDERMINSTER MEDICAL CTR,WATERLOO STREET,WORCESTERSHIRE,,DY10 2BG,2
2019-04-01,06D,M81015,STANMORE HOUSE SURGERY,STANMORE HOUSE SURGERY,LINDEN AVENUE,WORCESTERSHIRE,,DY10 3AA,2
2019-04-01,05J,M81019,WINYATES HEALTH CENTRE,WINYATES HEALTH CENTRE,WINYATES WAY,WORCESTERSHIRE,,B98 0NR,3
2019-04-01,05T,M81038,DR. J BARRELL & PARTNERS,UPTON SURGERY,TUNNEL HILL,WORCESTERSHIRE,,WR8 0QL,4
2019-04-01,05J,M81089,MAPLE VIEW MEDICAL PRACTICE,CHURCH HILL MEDICAL CTR,"TANHOUSE LANE,CHURCH HILL",WORCESTERSHIRE,,B98 9AA,4
2019-04-01,05D,M83010,GORDON STREET SURGERY,THE SURGERY,72 GORDON STREET,STAFFORDSHIRE,,DE14 2JA,3
2019-04-01,05D,M83042,BRIDGE SURGERY,BRIDGE SURGERY,"ST.PETERS ST, STAPENHILL",,,DE15 9AW,2
2019-04-01,05W,M83650,TUNSTALL PRIMARY CARE CENTRE,"TUNSTALL PCC,ALEXANDRA PK","SCOTIA ROAD, TUNSTALL",STAFFORDSHIRE,,ST6 6BE,2
2019-04-01,05W,M83725,BLURTON MEDICAL CENTRE,"BLURTON HLTH CTR,RIPON RD","NEWSTEAD, BLURTON",STAFFORDSHIRE,,ST3 3BS,4
2019-04-01,15E,M85110,SALTLEY AND FERNBANK MEDICAL PRACTICE,SALTLEY HEALTH CENTRE,"CRADOCK ROAD, SALTLEY",,,B8 1RZ,2
2019-04-01,15E,M85136,DRUIDS HEATH SURGERY,DRUIDS HEATH SURGERY,"27 POUND RD,DRUIDS HEATH",,,B14 5SB,2
2019-04-01,15E,M85146,THE KHATTAK MEMORIAL SURGERY,58 BENTON ROAD,SPARKBROOK,,,B11 1TX,2
2019-04-01,05L,M85164,NEWPORT MEDICAL PRACTICE,1 NEWPORT ROAD,BALSALL HEATH,,,B12 8QE,2
2019-04-01,15E,M85177,SWANSWELL MEDICAL CENTRE,SWANSWELL MEDICAL CENTRE,370 GOSPEL LANE,,,B27 7AL,6
2019-04-01,15E,M85711,CITY HEALTH CENTRE,CITY HEALTH CENTRE,"449 CITY ROAD, EDGBASTON",,,B17 8LG,2
2019-04-01,05A,M86009,ENGLETON HOUSE SURGERY,ENGLETON HOUSE SURGERY,2 VILLA ROAD,WEST MIDLANDS,,CV6 3HZ,4
2019-04-01,05C,M87003,MOSS GROVE SURGERY,MOSS GROVE SURGERY,15 MOSS GROVE,WEST MIDLANDS,,DY6 9HS,4
2019-04-01,05C,M87009,AW SURGERIES,ALBION HOUSE,ALBION STREET,WEST MIDLANDS,,DY5 3EE,4
2019-04-01,05L,M88001,DR SA AHMED & PARTNERS,158A CRANKHALL LANE,WEDNESBURY,,,WS10 0EB,2
2019-04-01,05L,M88004,REGIS MEDICAL CENTRE,REGIS MEDICAL CENTRE,DARBY STREET,WEST MIDLANDS,,B65 0BA,2
2019-04-01,05L,M88009,NORVIC FAMILY PRACTICE,VICTORIA HEALTH CENTRE,5 SUFFRAGE ST. SMETHWICK,WEST MIDLANDS,,B66 3PZ,2
2019-04-01,05L,M88645,HILL TOP MEDICAL CENTRE,HILL TOP MEDICAL CENTRE,"15 HILL TOP ROAD, OLDBURY",WEST MIDLANDS,,B68 9DU,2
2019-04-01,15E,M89009,MANOR HOUSE LANE SURGERY,MANOR HOUSE LANE SURGERY,1 MANOR HOUSE LANE,BIRMINGHAM,,B26 1PE,4
2019-04-01,15E,M89015,NORTHBROOK HEALTH CENTRE,NORTHBROOK HEALTH CENTRE,"93 NORTHBROOK RD, SHIRLEY",,,B90 3LX,2
2019-04-01,05Y,M91028,BERKLEY PRACTICE,BENTLEY MEDICAL CENTRE,"CHURCHILL ROAD, BENTLEY",WEST MIDLANDS,,WS2 0BA,2
2019-04-01,06A,M92008,CASTLECROFT MEDICAL PRACTICE,CASTLECROFT AVENUE,CASTLECROFT,WEST MIDLANDS,,WV3 8JN,8
2019-04-01,06A,M92011,PENN MANOR MEDICAL PRACTICE,PENN MANOR MEDICAL CENTRE,"MANOR ROAD, PENN",WEST MIDLANDS,,WV4 5PY,5
2019-04-01,06A,M92024,PARKFIELD MEDICAL CENTRE,PARKFIELD MEDICAL CENTRE,255 PARKFIELD ROAD,WOLVERHAMPTON,,WV4 6EG,4
2019-04-01,01C,N81052,LAWTON HOUSE SURGERY,LAWTON HOUSE SURGERY,BROMLEY ROAD,CHESHIRE,,CW12 1QG,2
2019-04-01,99A,N82048,WALTON MEDICAL CENTRE,BREEZE HILL,NEIGHBOURHOOD HEALTH CTR,LIVERPOOL,,L9 1AD,5
2019-04-01,01T,N84016,MOORE STREET MEDICAL CENTRE,MOORE STREET MEDICAL CTR,77 MOORE STREET,MERSEYSIDE,,L20 4SE,3
2019-04-01,12F,N85018,VILLA MED CTR,1-2 ROMAN ROAD,PRENTON,,,CH43 3DB,5
2019-04-01,01K,P81002,LANCASTER MEDICAL PRACTICE,LANCASTER MED PRACTICE,8 DALTON SQUARE,LANCASHIRE,,LA1 1PN,2
2019-04-01,02M,P81668,FLEETWOOD SURGERY,WEST VIEW HEALTH VILLAGE,BROADWAY,LANCASHIRE,,FY7 8GU,3
2019-04-01,14L,P84042,FLORENCE HOUSE MEDICAL PRACTICE,HGR OPENSHAW PCC,1344 ASHTON OLD ROAD,,,M11 1JG,5
2019-04-01,14L,P84064,NEW ISLINGTON MEDICAL CENTRE,ANCOATS PRIMARY CARE CTRE,"OLD MILL STREET,ANCOATS",,,M4 6EE,2
2019-04-01,14L,P84645,PARK VIEW MEDICAL CENTRE,PARK VIEW MEDICAL CENTRE,66 DELAUNAYS ROAD,MANCHESTER,,M8 4RF,4
2019-04-01,14L,P84690,DAM HEAD MEDICAL CENTRE,DAM HEAD MEDICAL CENTRE,"1020 ROCHDALE RD,BLACKLEY",,,M9 7HD,2
2019-04-01,01D,P86013,HEALEY SURGERY,HEALEY SURGERY,WHITWORTH ROAD,LANCASHIRE,,OL12 0SN,2
2019-04-01,01D,P86019,DURNFORD MEDICAL CENTRE,DURNFORD MEDICAL CENTRE,113 LONG STREET,MANCHESTER,,M24 6DL,3
2019-04-01,01Y,P89018,DENTON MEDICAL PRACTICE,DENTON MEDICAL PRACTICE,"100 ASHTON RD, DENTON",LANCASHIRE,,M34 3JE,2
2019-04-01,02H,P92016,PENNYGATE MEDICAL CENTRE,PENNYGATE MEDICAL CENTRE,"109 LADIES LANE, HINDLEY",LANCASHIRE,,WN2 2QG,2
2019-04-01,06H,Y00056,CAMBRIDGE ACCESS SURGERY,CAMBRIDGE ACCESS SURGERY,125 NEWMARKET ROAD,CAMBRIDGESHIRE,,CB5 8HB,2
2019-04-01,07J,Y00297,THE HOLLIES SURGERY,THE HOLLIES SURGERY,PARADISE ROAD,NORFOLK,,PE38 9JE,2
2019-04-01,06Y,Y01690,SCHOOL LANE PMS PRACTICE,THE SURGERY,SCHOOL LANE,NORFOLK,,IP24 2AG,2
2019-04-01,06L,Y01794,RAVENSWOOD MEDICAL PRACTICE,RAVENSWOOD HEALTH CENTRE,24 HENING AVENUE,SUFFOLK,,IP3 9QJ,12
2019-04-01,11M,Y02519,GLOUCESTER HEALTH ACCESS CENTRE,EASTGATE HOUSE,121-131 EASTGATE STREET,GLOUCESTERSHIRE,,GL1 1PX,29
2019-04-01,05W,Y02521,WILLOW BANK SURGERY,MEIR PRIMARY CARE CENTRE,"WESTON ROAD, MEIR",STAFFORDSHIRE,,ST3 6AB,2
2019-04-01,02T,Y02572,PARK COMMUNITY PRACTICE,HORNE STREET HEALTH CTR,HORNE STREET,,,HX1 5UA,5
2019-04-01,06W,Y02751,NORWICH PRACTICES HEALTH CENTRE,ROUEN HOUSE,ROUEN ROAD,NORFOLK,,NR1 1RB,84
2019-04-01,06A,Y02757,BILSTON URBAN VILLAGE MEDICAL CENTRE,BILSTON URBAN VILLAGE,"BANKFIELD RD, BILSTON",WEST MIDLANDS,,WV14 0EE,2
2019-04-01,07J,Y03222,ST JOHN'S SURGERY,ST JOHN'S SURGERY,MAIN ROAD,NORFOLK,,PE14 7RR,4
2019-04-01,06W,Y03595,BEECHCROFT AND OLD PALACE,23 BEECHCROFT,NEW COSTESSEY,NORFOLK,,NR5 0RS,57
2019-04-01,06Y,Y05291,TOFTWOOD MEDICAL CENTRE,TOFTWOOD MEDICAL CENTRE,"2 CHAPEL LANE, TOFTWOOD",NORFOLK,,NR19 1LD,19
2019-04-01,04H,Y05369,BALDERTON SURGERY,BALDERTON PCC,"LOWFIELD LANE, BALDERTON",NOTTINGHAMSHIRE,,NG24 3HJ,2
2019-04-01,06M,Y06275,NELSON MEDICAL CENTRE,NELSON MEDICAL PRACTICE,PASTEUR ROAD,NORFOLK,,NR31 0DW,41
2019-05-01,00M,A81013,BROTTON SURGERY,BROTTON SURGERY,"ALFORD ROAD,BROTTON",,,TS12 2FF,2
2019-05-01,00J,A83049,QUEENS ROAD SURGERY,QUEENS ROAD SURGERY,"83 QUEENS ROAD, BLACKHILL",COUNTY DURHAM,,DH8 0BW,5
2019-05-01,00J,A83072,LANCHESTER MEDICAL CENTRE,LANCHESTER MEDICAL CENTRE,DURHAM ROAD,COUNTY DURHAM,,DH7 0LP,4
2019-05-01,13T,A85002,BENSHAM FAMILY PRACTICE,BENSHAM FAMILY PRACTICE,SIDNEY GROVE,TYNE & WEAR,,NE8 2XB,8
2019-05-01,13T,A85611,PELAW MEDICAL PRACTICE,PELAW MEDICAL PRACTICE,"7-8 CROXDALE TCE, PELAW",TYNE & WEAR,,NE10 0RR,5
2019-05-01,13T,A86601,DENTON TURRET MEDICAL CENTRE,DENTON TURRET MEDICAL CTR,"10 KENLEY RD, SLATYFORD",,,NE5 2UY,4
2019-05-01,03H,B81016,PELHAM MEDICAL GROUP,PELHAM MEDICAL GROUP,CHURCH VIEW HEALTH CENTRE,GRIMSBY,,DN31 1QZ,3
2019-05-01,03K,B81022,CAMBRIDGE AVENUE MEDICAL CENTRE,THE MEDICAL CENTRE,"CAMBRIDGE AVE, BOTTESFORD",NORTH LINCOLNSHIRE,,DN16 3LG,2
2019-05-01,03Q,B82021,DALTON TERRACE SURGERY,GLENTWORTH,DALTON TERRACE,NORTH YORKSHIRE,,YO24 4DB,5
2019-05-01,03Q,B82041,BEECH TREE SURGERY,BEECH TREE SURGERY,68 DONCASTER ROAD,NORTH YORKSHIRE,,YO8 9AJ,8
2019-05-01,02R,B83010,PARKLANDS MEDICAL PRACTICE,PARKLANDS MEDICAL PRAC,30 BUTTERSHAW LANE,WEST YORKSHIRE,,BD6 2DD,4
2019-05-01,02R,B83018,IDLE MEDICAL CENTRE,IDLE MEDICAL CENTRE,"440 HIGHFIELD ROAD, IDLE",WEST YORKSHIRE,,BD10 8RU,4
2019-05-01,02N,B83620,ADDINGHAM SURGERY,ADDINGHAM MEDICAL CENTRE,"151A MAIN ST, ADDINGHAM",,,LS29 0LZ,5
2019-05-01,02T,B84012,SPRING HALL GROUP PRACTICE,SPRING HALL GROUP PRACT,SPRING HALL MEDICAL CTR,HALIFAX,,HX1 4JG,4
2019-05-01,03J,B85018,GROVE HOUSE SURGERY,GROVE HOUSE SURGERY,SOOTHILL LANE,WEST YORKSHIRE,,WF17 5SS,2
2019-05-01,15F,B86006,DR L FREEMAN & PARTNERS,OULTON MEDICAL CENTRE,"QUARRY HILL, OULTON",,,LS26 8SZ,8
2019-05-01,15F,B86015,MANOR PARK SURGERY,MANOR PARK SURGERY,BELLMOUNT CLOSE,WEST YORKSHIRE,,LS13 2UP,6
2019-05-01,15F,B86018,MULBERRY STREET MEDICAL PRACTICE,PUDSEY HEALTH CENTRE,"18 MULBERRY ST, PUDSEY",,,LS28 7XP,4
2019-05-01,15F,B86054,THE GARDEN SURGERY,THE GARDEN SURGERY,ELHC 78 OSMONDTHORPE LANE,,,LS9 9EF,10
2019-05-01,15F,B86066,THE STREET LANE PRACTICE,THE STREET LANE PRACTICE,12 DEVONSHIRE AVENUE,LEEDS,,LS8 1AY,4
2019-05-01,03R,B87005,RIVERSIDE MEDICAL CENTRE,RIVERSIDE MEDICAL CENTRE,SAVILE ROAD,WEST YORKSHIRE,,WF10 1PH,2
2019-05-01,15M,C81084,INSPIRE HEALTH,INSPIRE HEALTH,109 SALTERGATE,DERBYSHIRE,,S40 1LE,2
2019-05-01,15M,C81649,CALOW AND BRIMINGTON PRACTICE,BRIMINGTON&CALOW MED PRAC,"FOLJAMBE ROAD, BRIMINGTON",DERBYSHIRE,,S43 1DD,5
2019-05-01,04D,C83001,PORTLAND MEDICAL PRACTICE,PORTLAND MEDICAL PRACTICE,60 PORTLAND STREET,LINCOLNSHIRE,,LN5 7LB,2
2019-05-01,99D,C83022,MUNRO MEDICAL CENTRE,MUNRO MEDICAL CENTRE,WEST ELLOE AVENUE,LINCOLNSHIRE,,PE11 2BY,5
2019-05-01,04E,C84069,ROUNDWOOD SURGERY,ROUNDWOOD SURGERY,WOOD STREET,NOTTINGHAMSHIRE,,NG18 1QQ,2
2019-05-01,02Q,C84094,RIVERSIDE HEALTH CENTRE,RIVERSIDE HEALTH CENTRE,RIVERSIDE WALK,NOTTINGHAMSHIRE,,DN22 6FB,2
2019-05-01,04E,C84679,ACORN MEDICAL PRACTICE,11-13 WOOD STREET,MANSFIELD,NOTTINGHAMSHIRE,,NG18 1QA,2
2019-05-01,02P,C85013,WOMBWELL GMS PRACTICE,CHAPELFIELD MEDICAL CTR,"MAYFLOWER WAY, WOMBWELL",SOUTH YORKSHIRE,,S73 0AJ,2
2019-05-01,03N,C88090,MANOR AND PARK GROUP PRACTICE,MANOR PARK MEDICAL CENTRE,204 HARBOROUGH AVENUE,SOUTH YORKSHIRE,,S2 1QU,2
2019-05-01,06H,D81011,CLARKSON SURGERY,CLARKSON SURGERY,DE HAVILLAND ROAD,CAMBRIDGESHIRE,,PE13 3AN,4
2019-05-01,06H,D81026,BOROUGHBURY MEDICAL CENTRE,CRAIG STREET,PETERBOROUGH,,,PE1 2EJ,4
2019-05-01,06H,D81057,CEDAR HOUSE SURGERY,CEDAR HOUSE SURGERY,"14 HUNTINGDON ST,ST NEOTS",CAMBRIDGESHIRE,,PE19 1BQ,10
2019-05-01,06H,D81061,GEORGE CLARE SURGERY,GEORGE CLARE SURGERY,"SWAN DRIVE, NEW ROAD",CAMBRIDGESHIRE,,PE16 6EX,5
2019-05-01,06H,D81622,TRINITY SURGERY,TRINITY SURGERY,29 ST AUGUSTINES ROAD,CAMBRIDGESHIRE,,PE13 3UZ,3
